sentence,prompt
Wrexham 2 0 2 0 5 5 2,"TL;DR , Wrexham is an organization entity ."
"Kansas City "","" Mo.-based Commerce Bancshares Inc. "","" with $ 9.32 billion in assets "","" also could help a regional bank establish a strong presence in the lower Midwest "","" analysts added .","TL;DR , regional bank establish a strong presence is not a named entity ."
"Kansas City "","" Mo.-based Commerce Bancshares Inc. "","" with $ 9.32 billion in assets "","" also could help a regional bank establish a strong presence in the lower Midwest "","" analysts added .","TL;DR , lower Midwest "","" analysts added . is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Andrei Medvedev is a person entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Ukraine is a location entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Jan Kroslak is a person entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Slovakia is a location entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Andrei is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Andrei Medvedev ( is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Kroslak ( Slovakia ) is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , ( Ukraine ) beat Jan Kroslak ( is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , beat is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Medvedev is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , Kroslak ( Slovakia is not a named entity ."
Andrei Medvedev ( Ukraine ) beat Jan Kroslak ( Slovakia ) 6-4 6-3,"TL;DR , ) beat Jan is not a named entity ."
Melrose 107 Stirling County 10,"TL;DR , Melrose is an organization entity ."
Melrose 107 Stirling County 10,"TL;DR , Stirling is an organization entity ."
Melrose 107 Stirling County 10,"TL;DR , 107 Stirling County 10 is not a named entity ."
Melrose 107 Stirling County 10,"TL;DR , Melrose 107 Stirling County 10 is not a named entity ."
Melrose 107 Stirling County 10,"TL;DR , 10 is not a named entity ."
Melrose 107 Stirling County 10,"TL;DR , Melrose 107 Stirling County is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , Duran is a person entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , Puerto Rico is a location entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , Hector """""""" Macho """""""" Camacho is a person entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , decades "","" hopes is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , earn him a is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , decades "","" hopes a win is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , in the 10-round is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , him a rematch against Puerto Rico 's Hector is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","TL;DR , Rico 's Hector is not a named entity ."
JOHANNESBURG 1996-08-31,"TL;DR , JOHANNESBURG is a location entity ."
JOHANNESBURG 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
JOHANNESBURG 1996-08-31,"TL;DR , JOHANNESBURG 1996-08-31 is not a named entity ."
10. Skibby 1:45,"TL;DR , Skibby is a person entity ."
10. Skibby 1:45,"TL;DR , 10. Skibby is not a named entity ."
10. Skibby 1:45,"TL;DR , 1:45 is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Duisburg is an organization entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Luebeck is an organization entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , 0 ( after extra is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , ( after extra is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Luebeck 0 ( after extra is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Duisburg 1 Luebeck 0 ( after extra is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , Buducnost ( V ) is an organization entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , OFK Beograd is an organization entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , Buducnost is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , 0 is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , ) 0 is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , Buducnost ( V is not a named entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , Canadian is an other entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , U.S. is a location entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , on positive Canadian economic is not a named entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , pulled lower by is not a named entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , but outperformed U.S. bonds on is not a named entity ."
"Canadian bonds opened softer on Friday "","" pulled lower by a sinking U.S. market "","" but outperformed U.S. bonds on positive Canadian economic data "","" analysts said .","TL;DR , "","" but outperformed U.S. bonds on positive Canadian is not a named entity ."
Seven Iraqis charged with hijack .,"TL;DR , Iraqis is an other entity ."
Seven Iraqis charged with hijack .,"TL;DR , hijack . is not a named entity ."
Seven Iraqis charged with hijack .,"TL;DR , Seven Iraqis charged is not a named entity ."
-- Stockholm newsroom +46-8-700 1017,"TL;DR , Stockholm is a location entity ."
-- Stockholm newsroom +46-8-700 1017,"TL;DR , Stockholm newsroom +46-8-700 is not a named entity ."
-- Stockholm newsroom +46-8-700 1017,"TL;DR , -- is not a named entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , Kalashnikov is an other entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , Belgium is a location entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , from an arms is not a named entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , automatic is not a named entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , were stolen from an arms store in is not a named entity ."
"More than 10 weapons "","" including automatic Kalashnikov rifles "","" were stolen from an arms store in Belgium "","" police said on Saturday .","TL;DR , stolen from an arms store in Belgium is not a named entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , Michael Green is a person entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , Jamaica is a location entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , Jamaica ) 10.09 is not a named entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , Green is not a named entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , Green ( Jamaica is not a named entity ."
2. Michael Green ( Jamaica ) 10.09,"TL;DR , 10.09 is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , France is a location entity ."
"France expels African "","" Air France unions protest .","TL;DR , African is an other entity ."
"France expels African "","" Air France unions protest .","TL;DR , Air France is an organization entity ."
"France expels African "","" Air France unions protest .","TL;DR , "","" is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , France expels African "","" Air is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , France unions protest is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , African "","" Air France unions protest . is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , expels African "","" is not a named entity ."
"France expels African "","" Air France unions protest .","TL;DR , France unions protest . is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Borussia Neunkirchen is an organization entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , St Pauli is an organization entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , St Pauli 3 is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , 1 St Pauli 3 is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Pauli 3 is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Borussia Neunkirchen 1 is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Alex Zanardi is a person entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Italy is a location entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Reynard Honda is an organization entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , 1. Alex Zanardi ( is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , ) is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , ( Italy ) "","" is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Zanardi ( Italy is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Honda "","" is not a named entity ."
"1. Alex Zanardi ( Italy ) "","" Reynard Honda "","" 53.980 ( 113.576","TL;DR , Italy ) "","" Reynard is not a named entity ."
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,"TL;DR , Seles is a person entity ."
